	Sobic	Seita	Ortho	Orysa	Bradi	Pavag	Zmays
SynPair42665	0.010146	0.019948	0.046114	0.040365	0.053143	0.01835	0.04067
SynPair41812	0.009295	0.021261	0.035041	0.047074	0.029244	0.017022	0.016007
SynPair43843	0.00946	0.023484	0.034123	0.079898	0.047608	0.038608	0.023592
SynPair1806	0.030112	0.052687	0.139866	0.195374	0.134169	0.08842	0.045933
SynPair860	0.037684	0.047835	0.148659	0.08783	0.074274	0.043553	0.040672
SynPair51337	0.00344	0.009505	0.022222	0.014871	0.024253	0.011258	0.05093
SynPair33437	0.017299	0.030281	0.031489	0.070979	0.163493	0.035726	0.044378
SynPair30758	0.004059	0.054322	0.044502	0.037303	0.063624	0.02114	0.012398
SynPair578	0.015552	0.015611	0.065856	0.064492	0.067716	0.021026	0.026048
SynPair12966	0.01092	0.043167	0.10011	0.28221	0.072413	0.081687	0.111015
SynPair33553	1.5e-05	0.032304	0.110598	0.04256	0.076254	0.012817	0.011829
SynPair4682	0.018115	0.02575	0.064215	0.082584	0.040796	0.02593	0.087985
SynPair13890	0.010339	0.0259	0.0689	0.092114	0.100452	0.042257	0.021404
SynPair57068	0.020987	0.049914	0.098634	0.060284	0.095912	0.029597	0.037795
SynPair30888	0.020633	0.04439	0.111904	0.061085	0.097943	0.050691	0.026564
SynPair36563	0.012754	0.030437	0.013525	0.023033	0.085805	0.028596	0.097233
SynPair3787	0.026707	0.02319	0.066351	0.069927	0.058482	0.041042	0.019459
SynPair10783	0.01223	0.026609	0.091818	0.038479	0.10983	0.033724	0.038109
SynPair34456	0.0097	0.015753	0.024676	0.029421	0.031834	0.01345	0.050113
SynPair5610	0.008495	0.018993	0.029473	0.051652	0.084299	0.030288	0.019239
SynPair17832	0.011013	0.030838	0.048583	0.055287	0.060839	0.03659	0.014674
SynPair36407	0.006678	0.00737	0.010929	0.019683	0.020182	0.010653	0.008975
SynPair52290	0.001252	0.012561	0.035525	0.014879	0.025639	0.010346	0.051169
SynPair13588	0.011721	0.016897	0.052232	0.042413	0.045547	0.017582	0.010603
SynPair58394	0.018375	0.005134	0.018628	0.012926	0.02258	0.005987	0.006337
SynPair9683	0.011978	0.021991	0.030256	0.07996	0.047431	0.031315	0.025493
SynPair62841	0.018575	0.292041	0.057553	0.166786	0.10004	0.042618	0.023259
SynPair43474	0.003932	0.006537	0.015659	0.007351	0.031561	0.005311	0.006493
SynPair8611	0.015118	0.09151	0.18389	0.163219	0.339166	0.080782	0.077701
SynPair46444	0.012646	0.01998	0.053552	0.054683	0.068414	0.02606	0.046456
SynPair67915	0.004729	0.010612	0.021428	0.026069	0.041276	0.014836	0.051569
SynPair61882	0.006127	0.009286	0.035851	0.050562	0.043225	0.027636	0.010032
SynPair67569	0.006008	0.030828	0.05119	0.046672	0.060631	0.025453	0.05917
SynPair9953	0.005433	0.011057	0.020464	0.023871	0.044808	0.015376	0.039163
SynPair58219	0.006263	0.00888	0.029065	0.014621	0.035316	0.011302	0.020513
SynPair8928	0.053518	0.050558	0.130526	0.051562	0.05223	0.063726	0.116251
SynPair64543	0.005686	0.006287	0.027218	0.020305	0.026266	0.010467	0.01994
SynPair22196	0.014044	0.021229	0.062095	0.06603	0.084971	0.025397	0.017013
SynPair38548	0.001393	0.011119	0.023828	0.02027	0.031896	0.002724	0.013999
SynPair65719	0.014187	0.021874	0.035829	0.040974	0.033698	0.030753	0.09144
SynPair46701	0.031944	0.01862	0.07381	0.040753	0.097572	0.075651	0.041038
SynPair26134	0.074958	0.193914	0.167345	0.258301	0.138246	0.065292	0.078473
SynPair46665	0.018883	0.027017	0.060442	0.05834	0.049471	0.032155	0.022359
SynPair45812	0.007138	0.011497	0.039673	0.027117	0.032382	0.013201	0.017825
SynPair26298	0.033265	0.025944	0.031778	0.029881	0.116031	0.212805	0.027375
SynPair44598	0.002207	0.004355	0.018237	0.010175	0.041566	0.004753	0.045193
SynPair67898	0.012723	0.020906	0.086739	0.093609	0.048649	0.045438	0.033109
SynPair14464	0.005885	0.019458	0.048487	0.023746	0.041557	0.026067	0.043417
SynPair5431	0.010129	0.01653	0.04249	0.066327	0.046219	0.033388	0.030009
SynPair16435	2.9e-05	7e-06	0.21023	0.020496	0.037165	0.005259	0.010608
SynPair55218	0.00141	0.002819	0.016786	0.020492	0.030657	0.005694	0.002829
SynPair37518	0.003006	0.009165	0.008726	0.011366	0.023313	0.004059	0.006091
SynPair49751	0.045268	0.032444	0.070368	0.143284	0.141867	0.010185	0.071251
SynPair37964	0.011912	0.033874	0.0846	0.064734	0.104989	0.042467	0.03671
SynPair32684	0.010011	0.072704	0.113872	0.094605	0.109418	0.038455	0.027555
SynPair889	0.015337	0.024533	0.02348	0.027632	0.031054	0.016747	0.014385
SynPair56013	6e-06	0.002714	0.005512	1.3e-05	0.019963	0.005507	0.008156
SynPair30905	0.044513	0.040126	0.104552	0.083496	0.111865	0.074426	0.061119
SynPair11530	0.003983	0.005983	0.009418	0.010669	0.041505	0.015053	0.006988
SynPair49881	0.040733	0.046228	0.087825	0.069165	0.064973	0.049383	0.262754
SynPair2534	0.010868	0.035321	0.088426	0.07821	0.093371	0.048028	0.029789
SynPair52279	0.008384	0.016218	0.033952	0.02703	0.048241	0.024369	0.021232
SynPair32954	0.016633	0.01828	0.032488	0.047074	0.046995	0.01843	0.018834
SynPair51116	0.009875	0.022169	0.042196	0.041486	0.043276	0.01824	0.007758
SynPair11454	0.026559	0.047367	0.075766	0.092773	0.077793	0.059084	0.050358
SynPair6596	0.021104	0.043358	0.098154	0.074856	0.07292	0.038487	0.030709
SynPair15592	0.014942	0.009438	0.043945	0.032986	0.034377	0.016247	0.017676
SynPair46582	0.015715	0.009534	0.032179	0.044491	0.036584	0.027127	0.024201
SynPair27089	0.016471	0.020629	0.066537	0.072056	0.050083	0.028402	0.018665
SynPair22271	0.023399	0.02205	0.057676	0.025916	0.05745	0.022341	0.004525
SynPair9895	0.013512	0.04139	0.057403	0.084825	0.111247	0.039841	0.038557
SynPair66559	0.030381	0.017357	0.027511	0.084778	0.056187	0.02532	0.052904
SynPair8963	0.002636	0.006925	0.013004	0.018777	0.022198	0.005493	0.012888
SynPair38503	0.003133	0.002179	0.006575	0.003395	0.021998	0.003942	0.004653
SynPair39759	0.008192	0.021077	0.061332	0.036018	0.046839	0.027375	0.021125
SynPair62987	0.003969	0.008585	0.013164	0.017981	0.034836	0.008389	0.012028
SynPair8807	0.005531	0.017899	0.055119	0.033091	0.042912	0.023861	0.015706
SynPair64810	0.023912	0.01339	0.041267	0.04625	0.096945	0.018914	0.062998
SynPair47474	0.022868	0.035652	0.098414	0.088718	0.088157	0.052334	0.133515
SynPair25374	0.03116	0.038376	0.074358	0.072437	0.100289	0.036147	0.024992
SynPair65636	0.004274	0.030956	0.05238	0.037514	0.089213	0.008785	0.027716
SynPair712	0.00321	0.005065	0.024732	0.030946	0.031984	0.018013	0.008629
SynPair32407	0.015593	0.016088	0.054336	0.037212	0.082186	0.026797	0.022379
SynPair676	0.003768	0.055039	0.019962	0.016406	0.035566	0.014694	0.009952
SynPair12614	0.009722	0.014678	0.04782	0.050685	0.028441	0.018187	0.015963
SynPair14783	0.014241	0.008596	0.038012	0.017354	0.063338	0.006465	0.018328
SynPair48424	0.015637	0.022473	0.056259	0.057939	0.04931	0.043664	0.019176
SynPair3991	0.008136	0.018184	0.045575	0.040018	0.049285	0.022687	0.013798
SynPair28375	0.024007	0.005273	0.060112	0.0426	0.079424	0.025902	0.033663
SynPair16966	0.014196	0.025718	0.049435	0.045652	0.04267	0.055466	0.029839
SynPair48540	0.009021	0.010925	0.041496	0.040218	0.050603	0.031775	0.029874
SynPair51395	0.038042	0.01565	0.057062	0.152217	0.098815	0.034275	0.036445
SynPair56058	0.007049	0.035679	0.066181	0.064215	0.071132	0.027768	0.004978
SynPair7933	0.01396	0.018122	0.04451	0.030965	0.057136	0.018227	0.018881
SynPair14937	0.018259	0.003244	0.008487	0.003296	0.007322	0.000653	0.003562
SynPair34204	0.007504	0.014302	0.05036	0.027626	0.059658	0.014141	0.017154
SynPair50493	0.036839	0.031956	0.114758	0.060873	0.055684	0.05446	0.110508
SynPair6249	0.004691	0.005293	0.02749	0.028505	0.037432	0.011726	0.035964
SynPair49246	0.049608	0.022025	0.048835	0.051119	0.056587	0.020921	0.027148
SynPair14017	0.009267	0.022899	0.032363	0.033914	0.044248	0.020802	0.011844
SynPair16122	0.013758	0.016269	0.056859	0.060119	0.064609	0.016512	0.046
SynPair29473	0.00438	0.005185	0.020365	0.011647	0.010593	0.001325	0.004493
SynPair34360	0.002943	0.014751	0.031752	0.027856	0.036196	0.016715	0.040005
SynPair56460	6e-06	0.097977	0.06298	0.083551	0.082754	0.02785	0.0603
SynPair5126	0.006462	0.012102	0.030156	0.026711	0.053897	0.027424	0.015612
SynPair48178	0.009369	0.011463	0.02549	0.027204	0.026394	0.01731	0.159754
SynPair15085	0.013343	0.041872	0.071707	0.08145	0.063255	0.04704	0.054117
SynPair31350	0.004932	0.008099	0.12629	0.008676	0.029378	0.019209	0.007705
SynPair13112	0.026226	0.092101	0.133428	0.048269	0.151794	0.062802	0.192167
SynPair33301	0.108287	0.125709	0.046713	0.074014	0.165618	0.045234	0.175411
SynPair10319	0.018137	0.024954	0.060136	0.041209	0.062708	0.02164	0.095476
SynPair1228	0.00505	0.017461	0.045596	0.041825	0.051545	0.009934	0.01744
SynPair31234	0.014083	0.011673	0.015621	0.012915	0.092508	0.023192	0.036299
SynPair2023	0.019508	0.043601	0.079511	0.111831	0.067112	0.104089	0.018871
SynPair51565	0.004216	0.028196	0.048082	0.025104	0.085571	0.037931	0.017905
SynPair33265	0.003253	0.004216	0.012511	0.01725	0.037906	0.007242	0.008319
SynPair25628	0.030575	0.037229	0.10402	0.063398	0.081951	0.065401	0.032112
SynPair24472	5e-06	1e-05	0.007164	0.003091	0.016289	0.006917	0.003609
SynPair22999	0.01355	0.020693	0.027287	0.040963	0.043716	0.028469	0.013827
SynPair9219	0.014472	0.027628	0.050921	0.051821	0.092839	0.028068	0.022242
SynPair8043	0.011551	0.048282	0.094516	0.039131	0.065856	0.031345	0.013965
SynPair59928	0.016685	2.3e-05	0.00623	0.056428	0.021132	0.010633	0.010999
SynPair22481	0.015025	0.060737	0.201982	0.149458	0.115702	0.049899	0.036612
SynPair66005	0.012384	0.021643	0.051482	0.064059	0.054892	0.022852	0.013961
SynPair59554	0.010772	0.013414	0.060657	0.063457	0.054593	0.021967	0.046662
SynPair43226	0.08921	0.094127	0.166949	0.14092	0.100027	0.127089	0.132874
SynPair43342	0.002684	0.011687	0.020672	0.028087	0.051015	0.014228	0.021056
SynPair61100	0.005154	0.010068	0.02719	0.021157	0.02723	0.014099	0.033838
SynPair25584	0.072713	0.085338	0.129497	0.103485	0.150035	0.158594	0.077087
SynPair38297	0.132022	0.036007	0.061455	0.076044	0.072295	0.043365	0.024091
SynPair1307	0.014266	0.016928	0.024065	0.034936	0.050152	0.031283	0.009033
SynPair14294	0.011414	0.008714	0.028311	0.046502	0.062575	0.003146	0.013079
SynPair12303	6e-06	0.323997	0.017704	0.00753	0.030107	0.010095	0.006908
SynPair29794	0.022171	0.045938	0.054034	0.033784	0.067478	0.020673	0.061586
SynPair3356	0.02021	0.030296	0.072703	0.084165	0.074474	0.018307	0.184914
SynPair50610	0.010402	0.008624	0.040211	0.029336	0.136218	0.037751	0.017954
SynPair205	0.015466	0.020246	0.040222	0.032269	0.056845	0.031554	0.01661
SynPair1263	0.021834	0.03428	0.084788	0.069704	0.097866	0.039133	0.040591
SynPair52725	0.009941	0.018195	0.03151	0.039572	0.04985	0.01672	0.022228
SynPair3232	0.041836	0.025817	0.040473	0.094915	0.062499	0.046099	0.039489
SynPair4253	0.007855	0.016883	0.026436	0.031149	0.037966	0.029967	0.024182
SynPair35015	0.017598	0.045196	0.051367	0.062857	0.071132	0.04991	0.025476
SynPair33182	0.002652	0.008853	0.028134	0.013965	0.030787	0.013829	0.005105
SynPair48057	0.007522	0.014719	0.032868	0.028571	0.042179	0.014219	0.031726
SynPair7058	0.011184	0.01282	0.041942	0.038109	0.033367	0.013916	0.021712
SynPair30389	0.151186	0.048242	0.103214	0.059718	0.123013	0.060128	0.073702
SynPair14138	1e-05	0.009506	0.025088	0.029446	0.009809	0.0094	0.063083
SynPair56857	0.006456	0.009373	0.00898	0.017919	0.017235	0.007972	0.004432
SynPair48133	0.001185	1.6e-05	0.014295	0.011054	0.011684	0.009549	0.003606
SynPair22766	0.002222	0.010434	0.0287	0.042632	0.044291	0.010998	0.013258
SynPair62224	0.189735	0.022514	0.045461	0.029842	0.035513	0.009639	0.027863
SynPair21911	0.01587	0.028986	0.046393	0.040893	0.058634	0.029887	0.012529
SynPair21875	0.014766	0.029194	0.134836	0.053312	0.065579	0.030793	0.024853
SynPair23458	0.089614	1.4e-05	0.017809	0.008719	0.015166	0.004315	0.008712
SynPair22602	0.004983	0.010332	0.017422	0.01923	0.023052	0.019266	0.006899
SynPair65321	0.129436	1.6e-05	3.7e-05	0.015502	0.023424	0.0	0.09941
SynPair24439	0.004185	0.014763	0.040992	0.031545	0.039721	0.020714	0.013447
SynPair47163	0.007425	0.026485	0.047334	0.044187	0.030216	0.038575	0.013546
SynPair25663	0.01636	0.033601	0.044475	0.07425	0.064479	0.044474	0.022136
SynPair8008	0.016156	0.020785	0.026223	0.029996	0.065913	0.021948	0.019708
SynPair26970	0.017713	0.005252	0.023737	0.021657	0.025807	0.012062	0.012816
SynPair58745	0.005726	0.004288	0.010103	0.011582	0.015483	0.006738	0.03597
SynPair27756	0.006009	0.014284	0.037227	0.035752	0.034517	0.013947	0.018766
SynPair45056	0.01081	0.013893	0.031437	0.023539	0.039159	0.014056	0.016476
SynPair8836	0.01272	0.042822	0.11374	0.086193	0.08254	0.047871	0.049553
SynPair64821	0.016685	0.017971	0.034872	0.032541	0.211541	0.023462	0.031709
SynPair63790	0.00392	0.010596	0.031558	0.019128	0.028069	0.012814	0.00691
SynPair22088	0.101864	0.009372	0.041919	0.033103	0.046629	0.022262	0.211857
SynPair47445	0.014373	0.021598	0.028439	0.044507	0.084617	0.020603	0.029487
SynPair59039	0.070464	0.036141	0.146666	0.156197	0.223981	0.057115	0.082352
SynPair8952	0.00936	0.011962	0.035299	0.023495	0.030677	0.031559	0.016757
SynPair39768	0.038821	0.05279	0.05598	0.018263	0.147349	0.105807	0.073862
SynPair38532	0.005778	0.006707	0.015785	0.011513	0.028974	0.006172	0.010337
SynPair61975	0.023479	0.043772	0.140439	0.104927	0.082069	0.054857	0.057376
SynPair62702	0.046897	0.008051	0.036817	0.043641	0.030176	0.024964	0.038421
SynPair44486	0.099146	0.056995	0.087846	0.089322	0.092107	0.038977	0.256658
SynPair59395	0.021319	0.04033	0.041796	0.06092	0.095011	0.019302	0.034604
SynPair63924	0.022417	0.033563	0.043716	0.030745	0.0629	0.043438	0.027885
SynPair42511	0.005075	0.022856	0.052396	0.041941	0.037215	0.016331	0.03238
SynPair18995	0.013661	0.093082	0.146349	0.092842	0.131395	0.029531	0.057227
SynPair42809	0.009736	0.013649	0.128022	0.093319	0.065807	0.024379	0.070398
SynPair42475	0.032581	0.043734	0.092498	0.047979	0.076775	0.037699	0.045166
SynPair48571	0.01333	0.012994	0.025395	0.052218	0.03652	0.00813	0.008994
SynPair55262	0.002495	0.013073	0.053161	0.055527	0.077842	0.020513	0.115536
SynPair34769	0.007824	0.038425	0.057433	0.055756	0.156182	0.021054	0.054764
SynPair17771	0.011037	0.04426	0.020526	0.013632	0.031325	0.005977	0.005917
SynPair31591	0.005984	0.023688	0.029746	0.031774	0.036533	0.02642	0.014168
SynPair12589	0.034312	0.033712	0.043736	0.048861	0.076392	0.031937	0.046332
SynPair2786	0.024658	0.021242	0.055451	0.051649	0.041351	0.034081	0.052172
SynPair13803	0.014705	0.025184	0.057928	0.030898	0.044339	0.03398	0.022926
SynPair3670	0.007989	0.032013	0.056715	0.070226	0.047161	0.033717	0.010361
SynPair32436	0.080607	0.039523	0.122146	0.093018	0.40248	0.037797	0.062507
SynPair30467	0.01979	0.012225	0.045213	0.066166	0.055343	0.05123	0.04512
SynPair1621	0.054466	0.080491	0.171287	0.265453	0.223799	0.155741	0.029651
SynPair36494	0.013888	0.016344	0.038487	0.04216	0.045868	0.027235	0.031137
SynPair31759	0.013042	0.050236	0.046375	0.056751	0.050203	0.027378	0.02427
SynPair30503	0.007812	0.023549	0.012544	0.014087	0.311235	0.008493	0.016569
SynPair23051	0.019431	0.047034	0.102751	0.059589	0.082403	0.040934	0.076396
SynPair42926	0.004707	0.006689	0.056195	0.048514	0.070411	0.027161	0.052846
SynPair46984	0.011281	0.007898	0.038571	0.044685	0.042327	0.018684	0.026904
SynPair26105	0.00918	0.017487	0.06069	0.052732	0.055049	0.021657	0.032563
SynPair44605	0.003394	0.028749	0.035152	0.058693	0.10298	0.0157	0.019032
SynPair8401	0.032375	0.024608	0.043151	0.060957	0.048052	0.046788	0.037805
SynPair62899	0.007299	0.01868	0.071392	0.015673	0.051779	0.045066	0.05718
SynPair26061	0.012198	0.031719	0.077845	0.071849	0.058126	0.030556	0.039933
SynPair44761	0.020012	0.03243	0.126612	0.057102	0.073622	0.044438	0.025633
SynPair8565	3e-06	1e-05	2.8e-05	0.002805	0.007022	0.004219	0.027675
SynPair64572	6e-06	1.3e-05	0.006557	1.7e-05	0.011138	1e-05	0.002182
SynPair13848	0.015399	0.010734	0.050453	0.032452	0.063699	0.032658	0.010095
SynPair30850	0.018207	0.025562	0.059495	0.05382	0.059597	0.039189	0.033001
SynPair34996	0.007008	0.007087	0.026824	0.026776	0.02248	0.00527	0.014456
SynPair32801	0.028805	0.019063	0.079814	0.098594	0.110076	0.067547	0.079737
SynPair51043	0.028581	0.033177	0.09319	0.067832	0.109861	0.049064	0.032037
SynPair4492	0.008309	0.006667	0.038512	0.038805	0.045654	0.012892	0.009998
SynPair768	0.041535	0.029814	0.090987	0.083028	0.144204	0.031838	0.019316
SynPair2979	0.009756	0.095287	0.110973	0.109944	0.055915	0.041137	0.024765
SynPair55229	0.003841	0.007376	0.010839	0.020865	0.01648	0.012886	0.005366
SynPair35904	0.008083	0.062104	0.050317	0.046669	0.081235	0.024084	0.015322
SynPair7949	0.029771	0.015629	0.032777	0.034723	0.082489	0.024608	0.014827
SynPair5564	1e-06	1.7e-05	0.000106	1.6e-05	6e-05	0.036357	4.3e-05
SynPair34722	0.125473	0.007438	0.13181	0.045913	0.101779	0.017764	0.159733
SynPair16560	0.015829	0.02957	0.050945	0.048789	0.054499	0.040425	0.011314
SynPair7451	0.017323	0.042277	0.079939	0.084291	0.072298	0.054137	0.070545
SynPair14455	0.0	0.006941	0.047297	0.029336	0.027944	0.015764	0.026079
SynPair49604	0.0	5.9e-05	0.005237	8.7e-05	0.027677	5.5e-05	0.005211
SynPair30780	0.003188	0.006652	0.088482	0.029686	0.087127	0.021661	0.046349
SynPair16878	0.031804	0.109913	0.091149	0.098646	0.170912	0.0787	0.02088
SynPair29155	0.021875	0.035755	0.110267	0.035062	0.075164	0.038165	0.045253
SynPair16404	0.0	0.002915	0.044924	0.012512	0.006202	0.018977	0.00314
SynPair34646	5e-06	1e-05	0.016795	0.010596	0.029713	0.006075	0.067971
SynPair10593	0.017179	0.033217	0.099178	0.092872	0.101841	0.050676	0.045789
SynPair35140	0.019606	0.007298	0.022577	0.019877	0.043487	0.012396	0.012104
SynPair17302	0.02411	0.075536	0.294241	0.110998	0.212396	0.078732	0.043331
